Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)08/01/22,21:04,37.39,0.52,75.57,6.76
