Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)08/01/22,21:00,36.97,0.89,65.03,5.82
